id,relation_type,source_key,target_key,formula_name,payload_json
27,SARG_SCORE_TO_GUIDANCE,1933dd3ef3c5a7d0,R001,Score_r(t)->g_t,"{""preferred_temp_low_c"": 5.0, ""preferred_temp_high_c"": 24.0, ""preferred_temp_position"": ""center_to_upper_band"", ""heat_production_feedback"": 0.09975794666202259, ""comfort_weight_bias"": 1.0, ""gas_weight_bias"": 1.0, ""energy_weight_bias"": 1.0, ""ventilation_bias"": 0.25, ""heating_bias"": 0.35, ""diet_phase_guidance"": ""phase=P1;diet_like=1"", ""growth_priority"": ""recover_growth_gap"", ""best_reference_id"": ""R001"", ""reference_score"": -133.48555170257805, ""reference_distance_delta"": 2680.1586342990304, ""confidence"": 0.5, ""biological_phase"": ""P1"", ""climate_context_id"": ""C10"", ""top_k_reference_ids"": [""R001"", ""R006"", ""R026""], ""reason_code"": ""SARG:P1:simulator_reference:risk_heat=False:risk_cold=False:diet=1"", ""reference_generation_mode"": ""growth_simulator_generated"", ""status"": ""SARG_POLICY"", ""ccll_prior"": {""ventilation_bias"": 0.45, ""heating_bias"": 0.0, ""comfort_weight_bias"": 0.55, ""energy_weight_bias"": 0.7, ""context_penalty_weight"": 0.1}, ""growth_state_hash"": ""1933dd3ef3c5a7d0""}"
28,SARG_SCORE_TO_GUIDANCE,91e4529baec9414a,R001,Score_r(t)->g_t,"{""preferred_temp_low_c"": 5.0, ""preferred_temp_high_c"": 24.0, ""preferred_temp_position"": ""center_to_upper_band"", ""heat_production_feedback"": 0.0029184012697509587, ""comfort_weight_bias"": 1.0, ""gas_weight_bias"": 1.0, ""energy_weight_bias"": 1.0, ""ventilation_bias"": 0.25, ""heating_bias"": 0.35, ""diet_phase_guidance"": ""phase=P1;diet_like=1"", ""growth_priority"": ""recover_growth_gap"", ""best_reference_id"": ""R001"", ""reference_score"": 0.4959078340333031, ""reference_distance_delta"": 0.414810448721177, ""confidence"": 0.5, ""biological_phase"": ""P1"", ""climate_context_id"": ""C10"", ""top_k_reference_ids"": [""R001"", ""R006"", ""R026""], ""reason_code"": ""SARG:P1:simulator_reference:risk_heat=False:risk_cold=False:diet=1"", ""reference_generation_mode"": ""growth_simulator_generated"", ""status"": ""SARG_POLICY"", ""ccll_prior"": {""ventilation_bias"": 0.45, ""heating_bias"": 0.0, ""comfort_weight_bias"": 0.55, ""energy_weight_bias"": 0.7, ""context_penalty_weight"": 0.1}, ""growth_state_hash"": ""91e4529baec9414a""}"
29,SARG_SCORE_TO_GUIDANCE,da78be0cf6bacaf4,R001,Score_r(t)->g_t,"{""preferred_temp_low_c"": 5.0, ""preferred_temp_high_c"": 24.0, ""preferred_temp_position"": ""center_to_upper_band"", ""heat_production_feedback"": 0.004091007398054958, ""comfort_weight_bias"": 1.0, ""gas_weight_bias"": 1.0, ""energy_weight_bias"": 1.0, ""ventilation_bias"": 0.25, ""heating_bias"": 0.35, ""diet_phase_guidance"": ""phase=P1;diet_like=1"", ""growth_priority"": ""recover_growth_gap"", ""best_reference_id"": ""R001"", ""reference_score"": 0.4914001155920549, ""reference_distance_delta"": 0.41805334902228003, ""confidence"": 0.5, ""biological_phase"": ""P1"", ""climate_context_id"": ""C10"", ""top_k_reference_ids"": [""R001"", ""R006"", ""R026""], ""reason_code"": ""SARG:P1:simulator_reference:risk_heat=False:risk_cold=False:diet=1"", ""reference_generation_mode"": ""growth_simulator_generated"", ""status"": ""SARG_POLICY"", ""ccll_prior"": {""ventilation_bias"": 0.45, ""heating_bias"": 0.0, ""comfort_weight_bias"": 0.55, ""energy_weight_bias"": 0.7, ""context_penalty_weight"": 0.1}, ""growth_state_hash"": ""da78be0cf6bacaf4""}"
30,SARG_SCORE_TO_GUIDANCE,660ac86bd4bf67f4,R001,Score_r(t)->g_t,"{""preferred_temp_low_c"": 5.0, ""preferred_temp_high_c"": 24.0, ""preferred_temp_position"": ""center_to_upper_band"", ""heat_production_feedback"": 0.008441763401148605, ""comfort_weight_bias"": 1.0, ""gas_weight_bias"": 1.0, ""energy_weight_bias"": 1.0, ""ventilation_bias"": 0.25, ""heating_bias"": 0.35, ""diet_phase_guidance"": ""phase=P1;diet_like=1"", ""growth_priority"": ""recover_growth_gap"", ""best_reference_id"": ""R001"", ""reference_score"": 0.48982216332495093, ""reference_distance_delta"": 0.431587423301186, ""confidence"": 0.5, ""biological_phase"": ""P1"", ""climate_context_id"": ""C10"", ""top_k_reference_ids"": [""R001"", ""R006"", ""R026""], ""reason_code"": ""SARG:P1:simulator_reference:risk_heat=False:risk_cold=False:diet=1"", ""reference_generation_mode"": ""growth_simulator_generated"", ""status"": ""SARG_POLICY"", ""ccll_prior"": {""ventilation_bias"": 0.45, ""heating_bias"": 0.0, ""comfort_weight_bias"": 0.55, ""energy_weight_bias"": 0.7, ""context_penalty_weight"": 0.1}, ""growth_state_hash"": ""660ac86bd4bf67f4""}"
31,SARG_SCORE_TO_GUIDANCE,43b6fdf26d4af1b7,R001,Score_r(t)->g_t,"{""preferred_temp_low_c"": 5.0, ""preferred_temp_high_c"": 24.0, ""preferred_temp_position"": ""center_to_upper_band"", ""heat_production_feedback"": 0.014985778557931373, ""comfort_weight_bias"": 1.0, ""gas_weight_bias"": 1.0, ""energy_weight_bias"": 1.0, ""ventilation_bias"": 0.25, ""heating_bias"": 0.35, ""diet_phase_guidance"": ""phase=P1;diet_like=1"", ""growth_priority"": ""recover_growth_gap"", ""best_reference_id"": ""R001"", ""reference_score"": 0.48826007791639725, ""reference_distance_delta"": 0.4397265120754761, ""confidence"": 0.5, ""biological_phase"": ""P1"", ""climate_context_id"": ""C10"", ""top_k_reference_ids"": [""R001"", ""R006"", ""R026""], ""reason_code"": ""SARG:P1:simulator_reference:risk_heat=False:risk_cold=False:diet=1"", ""reference_generation_mode"": ""growth_simulator_generated"", ""status"": ""SARG_POLICY"", ""ccll_prior"": {""ventilation_bias"": 0.45, ""heating_bias"": 0.0, ""comfort_weight_bias"": 0.55, ""energy_weight_bias"": 0.7, ""context_penalty_weight"": 0.1}, ""growth_state_hash"": ""43b6fdf26d4af1b7""}"
32,SARG_SCORE_TO_GUIDANCE,e6aa16dbb28cc247,R001,Score_r(t)->g_t,"{""preferred_temp_low_c"": 5.0, ""preferred_temp_high_c"": 24.0, ""preferred_temp_position"": ""center_to_upper_band"", ""heat_production_feedback"": 0.004585912180567642, ""comfort_weight_bias"": 1.0, ""gas_weight_bias"": 1.0, ""energy_weight_bias"": 1.0, ""ventilation_bias"": 0.25, ""heating_bias"": 0.35, ""diet_phase_guidance"": ""phase=P1;diet_like=1"", ""growth_priority"": ""recover_growth_gap"", ""best_reference_id"": ""R001"", ""reference_score"": 0.48887326579507917, ""reference_distance_delta"": 0.4490247370364338, ""confidence"": 0.5, ""biological_phase"": ""P1"", ""climate_context_id"": ""C10"", ""top_k_reference_ids"": [""R001"", ""R006"", ""R026""], ""reason_code"": ""SARG:P1:simulator_reference:risk_heat=False:risk_cold=False:diet=1"", ""reference_generation_mode"": ""growth_simulator_generated"", ""status"": ""SARG_POLICY"", ""ccll_prior"": {""ventilation_bias"": 0.45, ""heating_bias"": 0.0, ""comfort_weight_bias"": 0.55, ""energy_weight_bias"": 0.7, ""context_penalty_weight"": 0.1}, ""growth_state_hash"": ""e6aa16dbb28cc247""}"
33,SARG_SCORE_TO_GUIDANCE,bddb0430a9840508,R001,Score_r(t)->g_t,"{""preferred_temp_low_c"": 5.0, ""preferred_temp_high_c"": 24.0, ""preferred_temp_position"": ""center_to_upper_band"", ""heat_production_feedback"": 0.0012353440498307222, ""comfort_weight_bias"": 1.0, ""gas_weight_bias"": 1.0, ""energy_weight_bias"": 1.0, ""ventilation_bias"": 0.25, ""heating_bias"": 0.35, ""diet_phase_guidance"": ""phase=P1;diet_like=1"", ""growth_priority"": ""recover_growth_gap"", ""best_reference_id"": ""R001"", ""reference_score"": 0.4885483668839694, ""reference_distance_delta"": 0.45912230409924815, ""confidence"": 0.5, ""biological_phase"": ""P1"", ""climate_context_id"": ""C10"", ""top_k_reference_ids"": [""R001"", ""R006"", ""R026""], ""reason_code"": ""SARG:P1:simulator_reference:risk_heat=False:risk_cold=False:diet=1"", ""reference_generation_mode"": ""growth_simulator_generated"", ""status"": ""SARG_POLICY"", ""ccll_prior"": {""ventilation_bias"": 0.45, ""heating_bias"": 0.0, ""comfort_weight_bias"": 0.55, ""energy_weight_bias"": 0.7, ""context_penalty_weight"": 0.1}, ""growth_state_hash"": ""bddb0430a9840508""}"
34,SARG_SCORE_TO_GUIDANCE,06ebb6ab153306d5,R001,Score_r(t)->g_t,"{""preferred_temp_low_c"": 5.0, ""preferred_temp_high_c"": 24.0, ""preferred_temp_position"": ""center_to_upper_band"", ""heat_production_feedback"": 0.0, ""comfort_weight_bias"": 1.0, ""gas_weight_bias"": 1.0, ""energy_weight_bias"": 1.0, ""ventilation_bias"": 0.25, ""heating_bias"": 0.35, ""diet_phase_guidance"": ""phase=P1;diet_like=1"", ""growth_priority"": ""recover_growth_gap"", ""best_reference_id"": ""R001"", ""reference_score"": 0.48789469083912007, ""reference_distance_delta"": 0.4698921221499243, ""confidence"": 0.5, ""biological_phase"": ""P1"", ""climate_context_id"": ""C10"", ""top_k_reference_ids"": [""R001"", ""R006"", ""R026""], ""reason_code"": ""SARG:P1:simulator_reference:risk_heat=False:risk_cold=False:diet=1"", ""reference_generation_mode"": ""growth_simulator_generated"", ""status"": ""SARG_POLICY"", ""ccll_prior"": {""ventilation_bias"": 0.45, ""heating_bias"": 0.0, ""comfort_weight_bias"": 0.55, ""energy_weight_bias"": 0.7, ""context_penalty_weight"": 0.1}, ""growth_state_hash"": ""06ebb6ab153306d5""}"
35,SARG_SCORE_TO_GUIDANCE,379a917ad5c6d57a,R001,Score_r(t)->g_t,"{""preferred_temp_low_c"": 5.0, ""preferred_temp_high_c"": 24.0, ""preferred_temp_position"": ""center_to_upper_band"", ""heat_production_feedback"": 0.0, ""comfort_weight_bias"": 1.0, ""gas_weight_bias"": 1.0, ""energy_weight_bias"": 1.0, ""ventilation_bias"": 0.25, ""heating_bias"": 0.35, ""diet_phase_guidance"": ""phase=P1;diet_like=1"", ""growth_priority"": ""recover_growth_gap"", ""best_reference_id"": ""R001"", ""reference_score"": 0.4870380963138304, ""reference_distance_delta"": 0.48132327281617066, ""confidence"": 0.5, ""biological_phase"": ""P1"", ""climate_context_id"": ""C10"", ""top_k_reference_ids"": [""R001"", ""R006"", ""R026""], ""reason_code"": ""SARG:P1:simulator_reference:risk_heat=False:risk_cold=False:diet=1"", ""reference_generation_mode"": ""growth_simulator_generated"", ""status"": ""SARG_POLICY"", ""ccll_prior"": {""ventilation_bias"": 0.45, ""heating_bias"": 0.0, ""comfort_weight_bias"": 0.55, ""energy_weight_bias"": 0.7, ""context_penalty_weight"": 0.1}, ""growth_state_hash"": ""379a917ad5c6d57a""}"
36,SARG_SCORE_TO_GUIDANCE,815dde894522ef48,R001,Score_r(t)->g_t,"{""preferred_temp_low_c"": 5.0, ""preferred_temp_high_c"": 24.0, ""preferred_temp_position"": ""center_to_upper_band"", ""heat_production_feedback"": 0.0, ""comfort_weight_bias"": 1.0, ""gas_weight_bias"": 1.0, ""energy_weight_bias"": 1.0, ""ventilation_bias"": 0.25, ""heating_bias"": 0.35, ""diet_phase_guidance"": ""phase=P1;diet_like=1"", ""growth_priority"": ""recover_growth_gap"", ""best_reference_id"": ""R001"", ""reference_score"": 0.4861389156630614, ""reference_distance_delta"": 0.49336511879717393, ""confidence"": 0.5, ""biological_phase"": ""P1"", ""climate_context_id"": ""C10"", ""top_k_reference_ids"": [""R001"", ""R006"", ""R026""], ""reason_code"": ""SARG:P1:simulator_reference:risk_heat=False:risk_cold=False:diet=1"", ""reference_generation_mode"": ""growth_simulator_generated"", ""status"": ""SARG_POLICY"", ""ccll_prior"": {""ventilation_bias"": 0.45, ""heating_bias"": 0.0, ""comfort_weight_bias"": 0.55, ""energy_weight_bias"": 0.7, ""context_penalty_weight"": 0.1}, ""growth_state_hash"": ""815dde894522ef48""}"
37,SARG_SCORE_TO_GUIDANCE,101eff8e390c3357,R001,Score_r(t)->g_t,"{""preferred_temp_low_c"": 5.0, ""preferred_temp_high_c"": 24.0, ""preferred_temp_position"": ""center_to_upper_band"", ""heat_production_feedback"": 0.0, ""comfort_weight_bias"": 1.0, ""gas_weight_bias"": 1.0, ""energy_weight_bias"": 1.0, ""ventilation_bias"": 0.25, ""heating_bias"": 0.35, ""diet_phase_guidance"": ""phase=P1;diet_like=1"", ""growth_priority"": ""recover_growth_gap"", ""best_reference_id"": ""R001"", ""reference_score"": 0.48519943991428316, ""reference_distance_delta"": 0.5059648692074005, ""confidence"": 0.5, ""biological_phase"": ""P1"", ""climate_context_id"": ""C10"", ""top_k_reference_ids"": [""R001"", ""R006"", ""R026""], ""reason_code"": ""SARG:P1:simulator_reference:risk_heat=False:risk_cold=False:diet=1"", ""reference_generation_mode"": ""growth_simulator_generated"", ""status"": ""SARG_POLICY"", ""ccll_prior"": {""ventilation_bias"": 0.45, ""heating_bias"": 0.0, ""comfort_weight_bias"": 0.55, ""energy_weight_bias"": 0.7, ""context_penalty_weight"": 0.1}, ""growth_state_hash"": ""101eff8e390c3357""}"
38,SARG_SCORE_TO_GUIDANCE,9c28177afac001b4,R001,Score_r(t)->g_t,"{""preferred_temp_low_c"": 5.0, ""preferred_temp_high_c"": 24.0, ""preferred_temp_position"": ""center_to_upper_band"", ""heat_production_feedback"": 0.0, ""comfort_weight_bias"": 1.0, ""gas_weight_bias"": 1.0, ""energy_weight_bias"": 1.0, ""ventilation_bias"": 0.25, ""heating_bias"": 0.35, ""diet_phase_guidance"": ""phase=P1;diet_like=1"", ""growth_priority"": ""recover_growth_gap"", ""best_reference_id"": ""R001"", ""reference_score"": 0.4842225538238399, ""reference_distance_delta"": 0.5190771211186924, ""confidence"": 0.5, ""biological_phase"": ""P1"", ""climate_context_id"": ""C10"", ""top_k_reference_ids"": [""R001"", ""R006"", ""R026""], ""reason_code"": ""SARG:P1:simulator_reference:risk_heat=False:risk_cold=False:diet=1"", ""reference_generation_mode"": ""growth_simulator_generated"", ""status"": ""SARG_POLICY"", ""ccll_prior"": {""ventilation_bias"": 0.45, ""heating_bias"": 0.0, ""comfort_weight_bias"": 0.55, ""energy_weight_bias"": 0.7, ""context_penalty_weight"": 0.1}, ""growth_state_hash"": ""9c28177afac001b4""}"
39,SARG_SCORE_TO_GUIDANCE,f5dce7253965657d,R001,Score_r(t)->g_t,"{""preferred_temp_low_c"": 5.0, ""preferred_temp_high_c"": 24.0, ""preferred_temp_position"": ""center_to_upper_band"", ""heat_production_feedback"": 0.0, ""comfort_weight_bias"": 1.0, ""gas_weight_bias"": 1.0, ""energy_weight_bias"": 1.0, ""ventilation_bias"": 0.25, ""heating_bias"": 0.35, ""diet_phase_guidance"": ""phase=P1;diet_like=1"", ""growth_priority"": ""recover_growth_gap"", ""best_reference_id"": ""R001"", ""reference_score"": 0.483210230472219, ""reference_distance_delta"": 0.5326560698841786, ""confidence"": 0.5, ""biological_phase"": ""P1"", ""climate_context_id"": ""C10"", ""top_k_reference_ids"": [""R001"", ""R006"", ""R026""], ""reason_code"": ""SARG:P1:simulator_reference:risk_heat=False:risk_cold=False:diet=1"", ""reference_generation_mode"": ""growth_simulator_generated"", ""status"": ""SARG_POLICY"", ""ccll_prior"": {""ventilation_bias"": 0.45, ""heating_bias"": 0.0, ""comfort_weight_bias"": 0.55, ""energy_weight_bias"": 0.7, ""context_penalty_weight"": 0.1}, ""growth_state_hash"": ""f5dce7253965657d""}"
40,SARG_SCORE_TO_GUIDANCE,bddff012e149494e,R001,Score_r(t)->g_t,"{""preferred_temp_low_c"": 5.0, ""preferred_temp_high_c"": 24.0, ""preferred_temp_position"": ""center_to_upper_band"", ""heat_production_feedback"": 0.0, ""comfort_weight_bias"": 1.0, ""gas_weight_bias"": 1.0, ""energy_weight_bias"": 1.0, ""ventilation_bias"": 0.25, ""heating_bias"": 0.35, ""diet_phase_guidance"": ""phase=P1;diet_like=1"", ""growth_priority"": ""recover_growth_gap"", ""best_reference_id"": ""R001"", ""reference_score"": 0.4821665653007152, ""reference_distance_delta"": 0.5466710487563106, ""confidence"": 0.5, ""biological_phase"": ""P1"", ""climate_context_id"": ""C10"", ""top_k_reference_ids"": [""R001"", ""R006"", ""R026""], ""reason_code"": ""SARG:P1:simulator_reference:risk_heat=False:risk_cold=False:diet=1"", ""reference_generation_mode"": ""growth_simulator_generated"", ""status"": ""SARG_POLICY"", ""ccll_prior"": {""ventilation_bias"": 0.45, ""heating_bias"": 0.0, ""comfort_weight_bias"": 0.55, ""energy_weight_bias"": 0.7, ""context_penalty_weight"": 0.1}, ""growth_state_hash"": ""bddff012e149494e""}"
41,SARG_SCORE_TO_GUIDANCE,6a5a38e5b17987c1,R001,Score_r(t)->g_t,"{""preferred_temp_low_c"": 5.0, ""preferred_temp_high_c"": 24.0, ""preferred_temp_position"": ""center_to_upper_band"", ""heat_production_feedback"": 0.0, ""comfort_weight_bias"": 1.0, ""gas_weight_bias"": 1.0, ""energy_weight_bias"": 1.0, ""ventilation_bias"": 0.25, ""heating_bias"": 0.35, ""diet_phase_guidance"": ""phase=P1;diet_like=1"", ""growth_priority"": ""recover_growth_gap"", ""best_reference_id"": ""R001"", ""reference_score"": 0.48777335191902443, ""reference_distance_delta"": 0.7874788025490717, ""confidence"": 0.5, ""biological_phase"": ""P1"", ""climate_context_id"": ""C10"", ""top_k_reference_ids"": [""R001"", ""R006"", ""R026""], ""reason_code"": ""SARG:P1:simulator_reference:risk_heat=False:risk_cold=False:diet=1"", ""reference_generation_mode"": ""growth_simulator_generated"", ""status"": ""SARG_POLICY"", ""ccll_prior"": {""ventilation_bias"": 0.45, ""heating_bias"": 0.0, ""comfort_weight_bias"": 0.55, ""energy_weight_bias"": 0.7, ""context_penalty_weight"": 0.1}, ""growth_state_hash"": ""6a5a38e5b17987c1""}"
42,SARG_SCORE_TO_GUIDANCE,5ca7da45d39e05c8,R001,Score_r(t)->g_t,"{""preferred_temp_low_c"": 5.0, ""preferred_temp_high_c"": 24.0, ""preferred_temp_position"": ""center_to_upper_band"", ""heat_production_feedback"": 0.0, ""comfort_weight_bias"": 1.0, ""gas_weight_bias"": 1.0, ""energy_weight_bias"": 1.0, ""ventilation_bias"": 0.25, ""heating_bias"": 0.35, ""diet_phase_guidance"": ""phase=P1;diet_like=1"", ""growth_priority"": ""recover_growth_gap"", ""best_reference_id"": ""R001"", ""reference_score"": 0.4901686630636859, ""reference_distance_delta"": 0.805771904324448, ""confidence"": 0.5, ""biological_phase"": ""P1"", ""climate_context_id"": ""C10"", ""top_k_reference_ids"": [""R001"", ""R006"", ""R026""], ""reason_code"": ""SARG:P1:simulator_reference:risk_heat=False:risk_cold=False:diet=1"", ""reference_generation_mode"": ""growth_simulator_generated"", ""status"": ""SARG_POLICY"", ""ccll_prior"": {""ventilation_bias"": 0.45, ""heating_bias"": 0.0, ""comfort_weight_bias"": 0.55, ""energy_weight_bias"": 0.7, ""context_penalty_weight"": 0.1}, ""growth_state_hash"": ""5ca7da45d39e05c8""}"
43,SARG_SCORE_TO_GUIDANCE,dae04efedb2f1a58,R001,Score_r(t)->g_t,"{""preferred_temp_low_c"": 5.0, ""preferred_temp_high_c"": 24.0, ""preferred_temp_position"": ""center_to_upper_band"", ""heat_production_feedback"": 0.0, ""comfort_weight_bias"": 1.0, ""gas_weight_bias"": 1.0, ""energy_weight_bias"": 1.0, ""ventilation_bias"": 0.25, ""heating_bias"": 0.35, ""diet_phase_guidance"": ""phase=P1;diet_like=1"", ""growth_priority"": ""recover_growth_gap"", ""best_reference_id"": ""R001"", ""reference_score"": 0.4899007450711558, ""reference_distance_delta"": 0.8207851209785905, ""confidence"": 0.5, ""biological_phase"": ""P1"", ""climate_context_id"": ""C10"", ""top_k_reference_ids"": [""R001"", ""R006"", ""R026""], ""reason_code"": ""SARG:P1:simulator_reference:risk_heat=False:risk_cold=False:diet=1"", ""reference_generation_mode"": ""growth_simulator_generated"", ""status"": ""SARG_POLICY"", ""ccll_prior"": {""ventilation_bias"": 0.45, ""heating_bias"": 0.0, ""comfort_weight_bias"": 0.55, ""energy_weight_bias"": 0.7, ""context_penalty_weight"": 0.1}, ""growth_state_hash"": ""dae04efedb2f1a58""}"
44,SARG_SCORE_TO_GUIDANCE,771063e91eb67159,R001,Score_r(t)->g_t,"{""preferred_temp_low_c"": 5.0, ""preferred_temp_high_c"": 24.0, ""preferred_temp_position"": ""center_to_upper_band"", ""heat_production_feedback"": 0.005743623319454605, ""comfort_weight_bias"": 1.0, ""gas_weight_bias"": 1.0, ""energy_weight_bias"": 1.0, ""ventilation_bias"": 0.25, ""heating_bias"": 0.35, ""diet_phase_guidance"": ""phase=P1;diet_like=1"", ""growth_priority"": ""recover_growth_gap"", ""best_reference_id"": ""R001"", ""reference_score"": 0.4891691528545367, ""reference_distance_delta"": 0.8205552060770526, ""confidence"": 0.5, ""biological_phase"": ""P1"", ""climate_context_id"": ""C10"", ""top_k_reference_ids"": [""R001"", ""R006"", ""R026""], ""reason_code"": ""SARG:P1:simulator_reference:risk_heat=False:risk_cold=False:diet=1"", ""reference_generation_mode"": ""growth_simulator_generated"", ""status"": ""SARG_POLICY"", ""ccll_prior"": {""ventilation_bias"": 0.45, ""heating_bias"": 0.0, ""comfort_weight_bias"": 0.55, ""energy_weight_bias"": 0.7, ""context_penalty_weight"": 0.1}, ""growth_state_hash"": ""771063e91eb67159""}"
